,city_bin,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_max_temp_c,station_min_temp_c,station_precip_mm,reanalysis_tdtr_k_new,reanalysis_avg_temp_k_new
0,0.7453559924999298,-0.07011759542112958,-0.20984217919469966,-0.06841846636937648,-0.29188884040611796,-0.8073736814629026,-0.1741567497272244,-1.234262661153767,-1.7789073560141626,-1.3596785447954702,-1.5674118508791057,-1.3411500220030814,-0.5501009642499157,-0.7294391361353205,-1.01681751591996
1,0.7453559924999298,0.27880563644962647,0.11430467050950145,-0.560713084800085,-0.5572717789510577,-0.5499486498022839,-0.5810259519212939,-0.672624773858861,-0.8938692692014302,-0.36682198506620683,-0.38928405126760796,0.06286651525249046,-0.7428102703039487,-0.7176484435688516,-0.49376556073474537
2,0.7453559924999298,-0.7366126059818656,0.37388939227899043,-0.6309892992015168,-0.3731165729584524,-0.259850441046279,-0.3448913367076661,-0.015376154149408615,0.06647142792956041,-0.36682198506620683,-0.13316931222162848,0.44578011632219294,0.11136070788149492,-0.8225133485483154,-0.0978021373516017
3,0.7453559924999298,-0.02561107248569967,0.9817174251443455,0.3277725328868624,0.40684137721057834,-0.734601605204997,-0.6979357369045117,-0.25610674039767856,-0.04787698033631736,0.22442967407822953,0.4302831136795195,0.7648747838802776,-0.8626025416348342,-0.6760488007273591,0.11738581149720649
4,0.7453559924999298,0.47281580554478275,1.1261570927655935,0.6499562232305848,0.5441951250292627,-0.9286604752260788,-0.7471304484073509,-0.23886874670614067,0.3016758774525871,1.3734659174420083,1.301073226435845,1.1477883849499777,-0.8157273050270964,-0.4210194528043302,0.4976117909350376
5,0.7453559924999298,0.22553079838104928,0.389766265154099,0.6923950385551625,-0.24240968984698658,-0.8776705170317638,-0.33360549112760307,-0.3186445779524681,0.30353520119226723,0.7264357998287835,0.9937355395806711,1.1477883849499777,0.051464572216052294,-0.6791391755274748,0.5805769216217471
6,0.7453559924999298,-0.1416726767984305,-0.3019437223161145,0.02135809954908002,0.09968859591865048,-1.028660199063473,0.01683448316615115,-0.02279250027593833,0.31748012901211076,0.17980690738128835,-0.13316931222162848,0.7648747838802776,-0.19332833006880054,-0.7808292112160128,0.20446885594756412
7,0.7453559924999298,-0.43969590232863237,-0.4730797704044183,-0.7090533898377352,-0.826565131677892,2.6257851542416946,-0.23203288090703514,0.1702329406425432,0.8009042940407017,0.9272382500821514,0.7376208005346935,0.44578011632219294,-0.41728779386132536,-0.8967861705889447,0.47644331058986383
8,0.7453559924999298,-0.21876036756057432,0.14802605929537416,-1.061994762507857,-0.9396277847150263,-0.6365820739188383,-0.014708008326845812,0.08504518115612993,0.6791185909462515,0.8937711750789691,0.7376208005346935,0.44578011632219294,-0.41728779386132536,-0.6777186087037741,0.48191218307217615
9,0.7453559924999298,-0.2587243860826245,-0.05957124041765448,-0.583522091347392,0.0072980158903101075,-0.7581163917509188,-0.2783337858508838,-0.12361471916157188,0.8622619765391162,0.8937711750789691,0.7376208005346935,1.4668830525080625,-0.9381237561695228,-0.7696675277757443,0.9873539489076376
10,0.7453559924999298,0.4482879039386459,-0.3900408505192067,-0.15754502057059905,-0.587935134070721,-0.5635624735920282,0.1649973789864666,-0.09755728684824569,0.437406508431956,0.2913638241626855,-0.38928405126760796,-0.2562281523055942,0.6920928058551351,-0.7123485456307311,0.46849360045298105
11,0.7453559924999298,1.1765637192967942,0.7012675940635977,1.3313102245242565,0.9438308205697103,0.34980134066535934,0.08339203402293344,-0.002547879782793021,0.6447211022502204,0.7375914915225423,0.17416837463354182,1.1477883849499777,-0.6490597970884733,-0.62938560739715,0.59037415371106
12,0.7453559924999298,0.13618750708965,0.3632106714852241,0.3188181786018607,0.15108038389578887,-0.7068789094876995,0.13056108093447927,-0.19918127286600887,0.3872047681764013,0.7264357998287835,-0.38928405126760796,0.44578011632219294,-0.11780711553411187,-0.7115937075580431,0.5032174162937686
